Game Version,Player ID,Club,Value In (M),Wage In (K),Joined,Contract Valid Until,Release Clause (M)
FIFA22,228737,D.C. United,1.2,5,02/09/2020 00:00,2021,1.8
FIFA22,229448,Brescia,2.1,2,05/07/2019 00:00,2022,3.5
FIFA22,208806,Stoke City,1.3,12,07/08/2020 00:00,2023,2.5
FIFA22,231137,Venezia FC,1.7,10,21/08/2020 00:00,2023,3.2
FIFA22,251243,VfB Stuttgart,3.1,10,01/07/2019 00:00,2024,6.2
FIFA22,221702,Udinese Calcio,1.8,7,11/07/2016 00:00,2021,3.2
FIFA22,246459,Ajax,3.3,5,28/08/2021 00:00,2026,6.7
FIFA22,215067,Junior FC,1.5,2,04/01/2020 00:00,2023,2.2
FIFA22,256261,FC Schalke 04,3.1,3,01/01/2020 00:00,2024,5.6
FIFA22,241073,Olympiacos CFP,2.1,550,01/01/2021 00:00,2025,4.8
FIFA22,207622,Molde FK,1.3,4,17/01/2019 00:00,2022,1.8
FIFA22,192660,VfL Bochum 1848,1.4,12,13/08/2021 00:00,2023,2.5
FIFA22,262579,Hajduk Split,3.2,500,22/07/2019 00:00,2023,7.7
FIFA22,237339,Yokohama F. Marinos,1.7,6,29/05/2020 00:00,2022,2.3
FIFA22,242166,Vålerenga Fotball,1.4,3,25/01/2021 00:00,2023,1.8
FIFA22,184624,Huddersfield Town,1.2,6,01/07/2021 00:00,2024,2.2
FIFA22,221767,Karlsruher SC,1.6,8,01/07/2018 00:00,2023,2.6
FIFA22,230520,Fortaleza,1.7,6,30/06/2021 00:00,2024,3.2
FIFA22,225915,River Plate,2.1,8,18/02/2021 00:00,2024,3.1
FIFA22,256780,Hertha BSC,3.1,9,01/07/2020 00:00,2025,7.2
FIFA22,254310,Real Zaragoza,3,1,01/07/2019 00:00,2024,6.7
FIFA22,254814,Ulsan Hyundai FC,2.6,5,30/12/2019 00:00,2022,3.9
FIFA22,216155,Luton Town,1.6,8,08/08/2017 00:00,2022,3.1
FIFA22,223240,Club Atlético Central Córdoba,1.3,7,22/01/2021 00:00,2021,1.9
FIFA22,197238,GZT Giresunspor,1.1,8,08/09/2020 00:00,2022,2.1
FIFA22,242489,Unión Deportiva Las Palmas,1.9,5,28/08/2020 00:00,2024,3.2
FIFA22,225533,Royal Charleroi S.C.,2.1,8,11/07/2016 00:00,2022,3.3
FIFA22,246182,AC Sparta Praha,2,500,01/01/2016 00:00,2022,4.6
FIFA22,218353,Demir Grup Sivasspor,1.2,8,03/07/2019 00:00,2023,2.4
FIFA22,237179,Göztepe SK,2.1,8,24/08/2020 00:00,2024,4.4
FIFA22,238460,Sheffield United,3.2,11,03/10/2020 00:00,2025,6.7
FIFA22,196932,Huddersfield Town,1.5,15,24/02/2021 00:00,2021,2.9
FIFA22,251421,Nottingham Forest,3.4,16,01/04/2019 00:00,2023,8.6
FIFA22,188916,Rosenborg BK,1.1,4,19/09/2020 00:00,2023,1.4
FIFA22,189757,Al Ittihad,1.4,19,10/01/2019 00:00,2023,2
FIFA22,253305,Club Atlético de San Luis,1.3,8,01/07/2021 00:00,2022,2.3
FIFA22,240801,LDU Quito,1.8,650,17/07/2017 00:00,2022,4.1
FIFA22,222154,Club Necaxa,1.9,6,05/09/2018 00:00,2021,3.4
FIFA22,207640,AJ Auxerre,1.3,4,17/07/2017 00:00,2020,2.4
FIFA22,236938,Hull City,3.1,6,02/07/2020 00:00,2022,6.4
FIFA22,240543,Chievo Verona,1.9,2,05/07/2019 00:00,2022,3.2
FIFA22,211363,Luton Town,1.7,7,01/09/2020 00:00,2023,3.3
FIFA22,211783,Avispa Fukuoka,1.7,3,01/01/2014 00:00,2022,2.3
FIFA22,220045,Millwall,2.1,7,09/07/2019 00:00,2022,4.1
FIFA22,252903,Fortuna Düsseldorf,3.1,9,17/08/2019 00:00,2026,5.6
FIFA22,201908,Derby County,1.4,12,03/07/2017 00:00,2021,2.8
FIFA22,201013,Udinese Calcio,1.4,9,17/08/2018 00:00,2022,2.5
FIFA22,257414,Le Havre AC,1.4,6,01/09/2021 00:00,2024,2.5
FIFA22,225692,SV Darmstadt 98,2,6,31/01/2020 00:00,2022,3.3
FIFA22,231320,SD Ponferradina,2.9,4,06/08/2020 00:00,2022,5.2
FIFA22,215370,SK Rapid Wien,1.5,13,01/07/2013 00:00,2022,2.4
FIFA22,224045,CD Leganés,2.1,7,01/07/2019 00:00,2023,3.5
FIFA22,235755,Colorado Rapids,2.6,3,20/11/2019 00:00,2024,4.4
FIFA22,258350,FC Paços de Ferreira,2.1,5,17/08/2020 00:00,2023,4.6
FIFA22,224344,Unión La Calera,1.4,2,30/12/2019 00:00,2021,1.9
FIFA22,209758,Inter Miami CF,1.3,4,06/08/2021 00:00,2021,2
FIFA22,238756,FC Groningen,3.2,5,09/09/2020 00:00,2024,5.3
FIFA22,224201,Club Necaxa,1.8,8,19/01/2021 00:00,2021,3.2
FIFA22,206485,Club de Foot Montréal,1.1,4,26/03/2018 00:00,2021,1.6
FIFA22,233472,FC Augsburg,1.9,10,01/07/2019 00:00,2024,3.6
FIFA22,236255,FC Arouca,2.9,3,30/08/2019 00:00,2022,6.7
FIFA22,262585,Hajduk Split,3.2,500,01/02/2021 00:00,2026,9
FIFA22,220638,Real Oviedo,1.2,5,16/08/2021 00:00,2023,1.9
FIFA22,242714,Orlando City Soccer Club,1.9,4,01/01/2018 00:00,2024,3
FIFA22,233790,Yokohama F. Marinos,1.6,6,01/02/2020 00:00,2022,2.2
FIFA22,258287,FC Lokomotiv Moscow,3.1,20,08/08/2020 00:00,2024,5.6
FIFA22,234901,Fortuna Düsseldorf,2.2,10,01/07/2021 00:00,2024,4
FIFA22,211173,Al Hilal,1.6,19,23/07/2020 00:00,2024,2.8
FIFA22,229889,FC Arouca,1.6,4,18/08/2017 00:00,2024,3.5
FIFA22,221024,1. FC Nürnberg,1.5,6,06/07/2019 00:00,2022,2.5
FIFA22,241273,Atlético Tucumán,1.9,6,23/09/2017 00:00,2022,3
FIFA22,241467,SD Eibar,2.8,5,09/07/2021 00:00,2024,5
FIFA22,210521,İttifak Holding Konyaspor,1.4,10,11/09/2020 00:00,2022,2.8
FIFA22,232626,Incheon United FC,1,3,14/01/2021 00:00,2022,1.3
FIFA22,217532,Los Angeles FC,1.3,4,12/02/2019 00:00,2021,2
FIFA22,229436,SønderjyskE,1.9,6,01/07/2017 00:00,2022,2.5
FIFA22,255529,Stade de Reims,3,8,03/01/2020 00:00,2024,6.6
FIFA22,220429,FC Arouca,1.1,4,13/09/2021 00:00,2022,2.3
FIFA22,215374,Birmingham City,1.4,12,16/09/2020 00:00,2024,2.7
FIFA22,209304,Tianjin Jinmen Tiger FC,1.4,8,20/04/2021 00:00,2021,2.2
FIFA22,246471,River Plate,3.2,8,02/12/2018 00:00,2022,5.1
FIFA22,224067,Odense Boldklub,1.3,7,01/07/2016 00:00,2023,1.7
FIFA22,236304,Elche CF,2.5,8,31/01/2020 00:00,2023,5.8
FIFA22,233565,Huddersfield Town,2.8,5,21/06/2019 00:00,2022,5.7
FIFA22,227511,SV Werder Bremen,2.6,5,01/07/2021 00:00,2026,4.7
FIFA22,244648,SK Rapid Wien,1.6,12,12/07/2018 00:00,2021,2.5
FIFA22,235028,Reading,2.9,11,01/07/2016 00:00,2024,6.1
FIFA22,241850,Club Atlético Talleres,3.2,7,01/12/2017 00:00,2022,5.4
FIFA22,260644,Juventus,3.3,19,17/08/2021 00:00,2026,7.5
FIFA22,215570,Luton Town,1.6,7,01/07/2016 00:00,2022,3.1
FIFA22,243170,Estudiantes de La Plata,2.1,6,04/04/2018 00:00,2022,3.3
FIFA22,235675,Unión Deportiva Las Palmas,1.6,5,05/08/2016 00:00,2020,2.9
FIFA22,263291,FC Lokomotiv Moscow,2.9,13,01/07/2021 00:00,2026,5.2
FIFA22,250805,Sparta Rotterdam,1.9,4,16/01/2019 00:00,2023,2.9
FIFA22,233960,FK Austria Wien,2,8,20/07/2021 00:00,2022,3.3
FIFA22,223283,Aytemiz Alanyaspor,1.4,8,20/07/2021 00:00,2025,2.8
FIFA22,251193,Orlando Pirates,2.1,500,01/07/2019 00:00,2023,4.8
FIFA22,193569,Huddersfield Town,1.1,5,01/08/2021 00:00,2023,2
FIFA22,253602,CF Fuenlabrada,1.9,3,04/09/2020 00:00,2025,3.2
FIFA22,242752,Crystal Palace,2.9,15,21/07/2020 00:00,2023,6.1
FIFA22,229574,Lecce,1.8,2,30/07/2021 00:00,2024,3
FIFA22,206553,Atakaş Hatayspor,1.2,7,17/08/2021 00:00,2024,2.4
FIFA22,239431,Orlando Pirates,1.3,500,28/06/2017 00:00,2022,2.9
FIFA22,222544,Toulouse Football Club,1.9,4,01/07/2019 00:00,2023,3.6
FIFA22,247345,AC Sparta Praha,2.6,500,03/01/2019 00:00,2022,6.2
FIFA22,259119,AS Saint-Étienne,3,4,01/07/2020 00:00,2026,6.6
FIFA22,196881,FC Arouca,1.1,4,26/01/2021 00:00,2023,2.3
FIFA22,232228,CD Tondela,2.1,4,13/07/2021 00:00,2024,4.6
FIFA22,205584,Rotherham United,1.2,6,01/07/2017 00:00,2022,2.1
FIFA22,243477,Godoy Cruz,3.2,5,01/07/2017 00:00,2023,5.4
FIFA22,236744,Club The Strongest,3.1,550,16/01/2021 00:00,2021,7.3
FIFA22,239323,FC Ingolstadt 04,2.1,9,02/09/2019 00:00,2022,3.4
FIFA22,213699,Watford,2,24,01/07/2021 00:00,2026,4
FIFA22,229818,RZ Pellets Wolfsberger AC,1.8,7,17/07/2020 00:00,2022,2.7
FIFA22,220821,Celtic,1.7,21,21/07/2021 00:00,2025,3.2
FIFA22,254840,AS Monaco,2.9,13,03/01/2020 00:00,2024,6.1
FIFA22,262800,Legia Warszawa,2,5,01/07/2021 00:00,2024,3
FIFA22,232699,Patronato,1.6,8,04/02/2013 00:00,2022,2.4
FIFA22,228699,FC Schalke 04,1.9,5,16/07/2021 00:00,2024,3.2
FIFA22,234627,Moreirense FC,3.1,6,08/07/2021 00:00,2024,7.1
FIFA22,247623,Watford,3.2,15,14/08/2020 00:00,2024,6.7
FIFA22,203224,Melbourne City FC,1.2,6,18/09/2018 00:00,2024,1.5
FIFA22,260178,Getafe CF,3,10,01/07/2019 00:00,2026,6.9
FIFA22,253377,Club Deportivo Guadalajara,2.9,16,01/01/2018 00:00,2022,5.5
FIFA22,245768,FC St. Pauli,1.3,9,01/10/2020 00:00,2022,2.1
FIFA22,241585,Fiorentina,2.9,17,01/07/2021 00:00,2024,5.5
FIFA22,240439,Hibernian,2.6,4,30/06/2016 00:00,2023,5.1
FIFA22,252095,Futebol Clube de Famalicão,2.9,4,23/07/2019 00:00,2024,6.7
FIFA22,258376,Boavista FC,2.2,5,01/01/2016 00:00,2023,5.1
FIFA22,208024,Millwall,1.2,7,20/06/2018 00:00,2022,2.3
FIFA22,193143,Gazişehir Gaziantep F.K.,1.2,7,01/02/2021 00:00,2021,2.4
FIFA22,238559,SG Dynamo Dresden,1.4,8,18/07/2020 00:00,2022,2.3
FIFA22,221281,Coventry City,1.8,10,01/07/2017 00:00,2022,3.6
FIFA22,244491,Karlsruher SC,1.9,6,10/07/2018 00:00,2022,3.1
FIFA22,198641,West Bromwich Albion,1.5,21,19/07/2019 00:00,2023,2.9
FIFA22,236533,Hamburger SV,1.6,8,01/07/2021 00:00,2024,2.7
FIFA22,209997,SK Rapid Wien,1.2,13,28/05/2021 00:00,2023,1.8
FIFA22,234059,Brescia,1.2,2,19/07/2019 00:00,2022,1.9
FIFA22,205588,SV Sandhausen,1.2,4,01/07/2021 00:00,2025,1.9
FIFA22,204761,Middlesbrough,1.2,13,01/08/2020 00:00,2023,2.3
FIFA22,216191,Cerezo Osaka,1.3,5,16/02/2021 00:00,2022,1.8
FIFA22,239211,AC Ajaccio,1.8,4,10/07/2020 00:00,2023,3.3
FIFA22,242527,Hamburger SV,2.9,6,09/02/2018 00:00,2024,5.2
FIFA22,232894,Urawa Red Diamonds,1.5,6,26/12/2017 00:00,2022,2.1
FIFA22,239814,Futebol Clube de Famalicão,1.8,4,23/07/2021 00:00,2025,3.9
FIFA22,242412,Göztepe SK,1.8,6,25/09/2020 00:00,2023,3.7
FIFA22,226108,U.S. Sassuolo Calcio,2.6,11,17/09/2020 00:00,2022,4.9
FIFA22,232189,CD Huachipato,2.9,3,01/01/2020 00:00,2022,4.5
FIFA22,229905,İttifak Holding Konyaspor,1.4,8,01/07/2019 00:00,2022,2.9
FIFA22,193581,Montpellier Hérault SC,1.4,13,01/07/2018 00:00,2022,2.3
FIFA22,220126,Royal Charleroi S.C.,1.5,7,18/07/2019 00:00,2021,2.4
FIFA22,222286,AJ Auxerre,1.6,3,25/06/2020 00:00,2022,3
FIFA22,199074,CFR Cluj,1.1,8,15/08/2019 00:00,2021,1.5
FIFA22,201841,Standard de Liège,1.3,8,07/08/2019 00:00,2023,2
FIFA22,237214,Colorado Rapids,1.5,4,20/11/2019 00:00,2022,2.4
FIFA22,229041,Abha Club,1.1,6,30/07/2019 00:00,2021,1.8
FIFA22,234781,FC Dallas,1.3,4,01/01/2021 00:00,2023,2
FIFA22,225934,Ettifaq FC,1.2,13,01/07/2019 00:00,2022,2
FIFA22,212231,Nottingham Forest,1.4,20,01/07/2018 00:00,2022,2.8
FIFA22,244381,Dynamo Kyiv,1.3,500,06/01/2018 00:00,2021,3
FIFA22,203137,Orlando City Soccer Club,1.2,4,12/03/2019 00:00,2023,1.8
FIFA22,245532,Gallos Blancos de Querétaro,1.5,6,13/05/2021 00:00,2021,2.5
FIFA22,226468,AC Monza,2.8,3,01/07/2019 00:00,2023,5
FIFA22,195313,Málaga CF,1.1,5,02/08/2021 00:00,2023,1.8
FIFA22,233785,Karlsruher SC,1.7,7,03/08/2020 00:00,2022,2.8
FIFA22,203139,Wycombe Wanderers,1.3,5,26/06/2015 00:00,2022,2.4
FIFA22,245900,Bologna,3.1,7,16/08/2020 00:00,2024,5.9
FIFA22,258432,AS Monaco,3.1,10,02/07/2019 00:00,2025,6.5
FIFA22,236924,FC Vizela,2.9,3,22/06/2021 00:00,2024,6.7
FIFA22,237754,Kashima Antlers,1.4,5,06/01/2018 00:00,2022,1.9
FIFA22,192715,Girona FC,1.1,6,07/07/2016 00:00,2022,1.8
FIFA22,232136,Le Havre AC,1.7,4,01/07/2018 00:00,2024,3.1
FIFA22,215283,SC Farense,1.5,4,21/08/2020 00:00,2021,3.3
FIFA22,262869,DSC Arminia Bielefeld,2.6,9,01/07/2021 00:00,2025,5.2
FIFA22,252317,1. FSV Mainz 05,2.6,8,09/09/2020 00:00,2024,5.2
FIFA22,245347,SpVgg Greuther Fürth,2.9,8,08/08/2018 00:00,2022,5.8
FIFA22,238576,Daegu FC,2.9,3,17/01/2019 00:00,2022,4.2
FIFA22,257170,Dynamo Kyiv,2.9,500,01/11/2019 00:00,2025,7
FIFA22,188538,Servette FC,1.1,8,01/07/2019 00:00,2022,1.6
FIFA22,211270,Rayo Vallecano,1.1,9,26/07/2019 00:00,2023,2.4
FIFA22,209711,Aalborg BK,1.2,7,22/08/2019 00:00,2022,1.5
FIFA22,247031,D.C. United,2.9,3,22/01/2019 00:00,2021,4.9
FIFA22,205243,FC Nantes,1.1,11,18/07/2019 00:00,2022,2.2
FIFA22,229294,SV Sandhausen,1.1,4,01/07/2018 00:00,2023,1.7
FIFA22,220230,SC Heerenveen,1.8,4,10/09/2020 00:00,2023,2.7
FIFA22,215376,Spezia,1.6,7,01/08/2019 00:00,2023,2.8
FIFA22,222900,Go Ahead Eagles,1.2,4,04/08/2021 00:00,2022,1.8
FIFA22,262262,Ajax,2.7,4,01/07/2021 00:00,2025,4.3
FIFA22,235999,SD Ponferradina,2.7,3,01/07/2021 00:00,2023,4.9
FIFA22,235925,Racing Club,1.6,6,01/01/2014 00:00,2022,2.5
FIFA22,252179,SK Slavia Praha,2.8,500,01/07/2019 00:00,2024,7.9
FIFA22,225543,Barnsley,1.7,12,01/07/2019 00:00,2023,3.3
FIFA22,203004,FC Seoul,1.1,3,01/08/2014 00:00,2023,1.5
FIFA22,212735,En Avant de Guingamp,1.6,4,10/07/2020 00:00,2024,2.9
FIFA22,209423,Chamois Niortais Football Club,1.1,3,05/10/2020 00:00,2023,2
FIFA22,234383,Vitesse,2.4,5,14/07/2021 00:00,2024,4.1
FIFA22,205386,KV Oostende,1.4,5,14/07/2020 00:00,2023,2.1
FIFA22,204846,Los Angeles FC,1.4,3,10/09/2021 00:00,2021,2.2
FIFA22,228456,CA Osasuna,1.8,8,01/07/2014 00:00,2024,4.1
FIFA22,239846,AEK Athens,1.2,500,01/07/2017 00:00,2023,2.7
FIFA22,238223,Kaizer Chiefs,1.5,500,31/03/2017 00:00,2022,3.4
FIFA22,205759,Middlesbrough,1.2,10,16/01/2020 00:00,2023,2.4
FIFA22,232107,FC Utrecht,1.6,6,05/10/2020 00:00,2022,2.5
FIFA22,222510,PFC CSKA Moscow,2.4,12,01/01/2012 00:00,2025,4.3
FIFA22,211398,FC Metz,1.4,7,20/07/2020 00:00,2022,2.9
FIFA22,199574,Paris Saint-Germain,1,21,27/09/2020 00:00,2022,1.9
FIFA22,263032,Raków Częstochowa,2.4,3,01/07/2021 00:00,2024,3.7
FIFA22,246139,FC Barcelona,2.7,29,01/07/2018 00:00,2023,6.1
FIFA22,243675,Brighton & Hove Albion,3,12,16/07/2021 00:00,2025,6.3
FIFA22,252022,AEK Athens,1.4,500,01/07/2019 00:00,2023,3.2
FIFA22,231841,FC Sochaux-Montbéliard,1.7,2,01/01/2016 00:00,2023,3.1
FIFA22,262417,Estoril Praia,2.7,2,01/07/2019 00:00,2023,6.2
FIFA22,239816,FC Red Bull Salzburg,2.7,6,28/01/2021 00:00,2025,4.6
FIFA22,239364,FC Red Bull Salzburg,1.8,8,06/07/2018 00:00,2025,3.1
FIFA22,244656,Yokohama F. Marinos,1.4,5,23/10/2020 00:00,2022,1.9
FIFA22,243778,TSV 1860 München,2.4,1,01/07/2017 00:00,2022,4
FIFA22,246657,Unión Deportiva Las Palmas,2.4,3,01/07/2018 00:00,2022,4.3
FIFA22,237580,Sint-Truidense VV,1.1,6,18/07/2019 00:00,2023,1.7
FIFA22,238674,SG Dynamo Dresden,1.6,6,01/07/2019 00:00,2022,2.6
FIFA22,257827,Vitória de Guimarães,2.7,3,03/08/2020 00:00,2025,6.2
FIFA22,231413,Sheffield United,1.8,8,08/08/2019 00:00,2023,3.8
FIFA23,223017,İstanbul Başakşehir FK,1.2,15,26/01/2021 00:00,2023,2.4
FIFA23,202828,SPAL,1.2,2,01/07/2018 00:00,2023,1.9
FIFA23,261143,Dinamo Zagreb,3.3,500,11/02/2021 00:00,2027,9.3
FIFA23,194669,SV Sandhausen,1.4,5,05/08/2021 00:00,2023,2.2
FIFA23,253322,Barcelona Sporting Club,1.2,600,14/01/2021 00:00,2024,2.6
FIFA23,228827,Peterborough United,2,6,28/01/2022 00:00,2024,3.7
FIFA23,193414,Gimnasia y Esgrima La Plata,1,8,08/06/2021 00:00,2022,1.5
FIFA23,232883,CD Leganés,1.2,6,04/09/2020 00:00,2023,1.9
FIFA23,183339,Malmö FF,1.2,5,07/03/2019 00:00,2022,1.6
FIFA23,246562,Raków Częstochowa,1.9,6,25/09/2020 00:00,2022,2.7
FIFA23,225174,En Avant de Guingamp,1.5,4,10/06/2022 00:00,2025,2.7
FIFA23,205330,Stade Malherbe Caen,1.3,10,20/07/2015 00:00,2019,2.7
FIFA23,240992,Parma,1.7,3,02/07/2022 00:00,2026,2.8
FIFA23,218623,Nottingham Forest,1.2,24,02/02/2021 00:00,2023,2.4
FIFA23,221969,Legia Warszawa,1.2,5,20/07/2020 00:00,2023,1.6
FIFA23,238235,FK Bodø/Glimt,2.8,3,05/10/2020 00:00,2023,4.1
FIFA23,201066,Hannover 96,1.1,13,18/01/2020 00:00,2022,1.8
FIFA23,192449,SC Paderborn 07,1.3,8,17/08/2021 00:00,2022,2.1
FIFA23,213147,Coventry City,1.6,11,28/06/2019 00:00,2024,3.2
FIFA23,264335,Lecce,2.8,2,31/07/2022 00:00,2023,5.6
FIFA23,240262,Melbourne Victory,1.9,5,09/10/2020 00:00,2024,2.5
FIFA23,236846,KV Oostende,3.1,6,01/07/2021 00:00,2025,5.1
FIFA23,254142,Brøndby IF,1.9,6,31/01/2022 00:00,2026,2.5
FIFA23,235522,Málaga CF,1.8,5,04/07/2022 00:00,2025,2.9
FIFA23,259365,Al Ain,1.3,10,15/09/2020 00:00,2022,2.1
FIFA23,206042,Venezia FC,1.4,10,02/02/2021 00:00,2022,2.5
FIFA23,257558,CD Tenerife,1.5,5,16/08/2021 00:00,2025,2.4
FIFA23,238049,FC Dallas,3.1,4,08/09/2016 00:00,2023,5.3
FIFA23,241406,Mazatlán Futbol Club,2,7,01/01/2022 00:00,2022,3.6
FIFA23,256902,AS Saint-Étienne,1.6,5,20/07/2022 00:00,2024,3
FIFA23,234087,Barnsley,3.1,6,25/09/2020 00:00,2022,6
FIFA23,214313,FC Paços de Ferreira,1.4,6,02/07/2021 00:00,2024,2.9
FIFA23,214025,Junior FC,1.5,2,01/01/2020 00:00,2023,2.2
FIFA23,252376,Derby County,2.8,3,01/06/2019 00:00,2023,5.5
FIFA23,269423,Casa Pia,1.3,3,01/10/2020 00:00,2022,2.7
FIFA23,252794,Parma,3.4,2,07/07/2021 00:00,2024,7.6
FIFA23,235782,SC Braga,1.8,7,01/07/2021 00:00,2026,3.7
FIFA23,258093,Vitesse,2.9,6,07/08/2020 00:00,2025,4.8
FIFA23,247668,KAS Eupen,3.1,5,31/01/2019 00:00,2024,5.1
FIFA23,212625,SV Sandhausen,1.6,5,01/07/2022 00:00,2023,2.7
FIFA23,232832,Argentinos Juniors,1.4,6,04/01/2022 00:00,2025,2.1
FIFA23,237582,Yokohama F. Marinos,1.5,6,09/01/2022 00:00,2023,2.1
FIFA23,235661,Trabzonspor,3,12,17/06/2022 00:00,2027,6.3
FIFA23,240697,Brentford,2.2,18,31/01/2020 00:00,2024,4.6
FIFA23,203910,Fulham,1.3,24,27/07/2020 00:00,2023,2.5
FIFA23,243544,Houston Dynamo,2.2,4,10/05/2022 00:00,2024,3.6
FIFA23,246817,Independiente Medellín,1.5,2,15/01/2022 00:00,2022,2.1
FIFA23,169078,Luton Town,1.3,16,04/07/2022 00:00,2023,2.5
FIFA23,259204,İttifak Holding Konyaspor,2,8,29/07/2021 00:00,2023,4.2
FIFA23,212722,Inter Miami CF,1.3,4,25/09/2020 00:00,2022,2
FIFA23,243049,Benevento,3,2,15/09/2021 00:00,2024,5.4
FIFA23,262842,Dinamo Zagreb,3.6,500,14/02/2021 00:00,2027,10.2
FIFA23,223867,FK Austria Wien,1.5,11,24/06/2022 00:00,2025,2.2
FIFA23,243478,Unión Deportiva Las Palmas,3.2,3,18/08/2020 00:00,2023,5.8
FIFA23,266900,Junior FC,2.2,2,01/02/2022 00:00,2022,3.5
FIFA23,240040,Rosenborg BK,2.1,4,31/01/2020 00:00,2024,2.8
FIFA23,233146,Kawasaki Frontale,1.2,6,01/01/2015 00:00,2024,1.6
FIFA23,224982,Ternana,1.8,3,15/06/2021 00:00,2025,2.9
FIFA23,231005,Rotherham United,1.9,8,25/09/2020 00:00,2022,3.7
FIFA23,239200,SC Heerenveen,1.6,5,11/01/2021 00:00,2024,2.4
FIFA23,212592,New England Revolution,1.1,4,17/01/2013 00:00,2023,1.7
FIFA23,227929,Cardiff City,1.8,14,01/07/2021 00:00,2024,3.5
FIFA23,222079,Fulham,1.9,23,08/08/2019 00:00,2023,3.8
FIFA23,254443,Club Always Ready,1.2,500,01/01/2017 00:00,2022,2.6
FIFA23,241150,SV Werder Bremen,2.2,10,01/07/2018 00:00,2023,4.4
FIFA23,253530,Ayacucho,1.3,500,14/01/2021 00:00,2022,2.8
FIFA23,252523,FC Luzern,2.2,7,03/08/2019 00:00,2023,3.6
FIFA23,239641,Vitória de Guimarães,1.8,4,29/07/2021 00:00,2026,3.9
FIFA23,221664,Orlando City Soccer Club,1.6,4,23/07/2021 00:00,2023,2.5
FIFA23,209238,Inter Miami CF,1.4,5,01/01/2022 00:00,2024,2.1
FIFA23,266867,Barracas Central,3.1,5,01/07/2015 00:00,2022,5.1
FIFA23,257868,Club América,2.9,13,01/07/2019 00:00,2022,5.5
FIFA23,254659,FC Girondins de Bordeaux,2.2,4,26/07/2019 00:00,2024,4.4
FIFA23,246014,Feyenoord,2.1,4,08/08/2022 00:00,2026,3.6
FIFA23,190014,Fatih Karagümrük S.K.,1.3,7,26/09/2020 00:00,2022,2.6
FIFA23,242342,Club Atlético Lanús,2.8,7,28/01/2018 00:00,2022,4.8
FIFA23,254551,FC Metz,3.2,4,07/12/2019 00:00,2025,6.4
FIFA23,265423,Gallos Blancos de Querétaro,1.7,6,01/01/2022 00:00,2022,3
FIFA23,234740,1. FC Magdeburg,1.8,6,01/07/2022 00:00,2022,2.9
FIFA23,220528,Parma,2.1,3,07/06/2022 00:00,2025,3.5
FIFA23,202113,Queens Park Rangers,1.3,8,01/08/2021 00:00,2022,2.5
FIFA23,214195,Junior FC,1.2,2,12/01/2022 00:00,2022,1.7
FIFA23,190076,Pisa,1.1,3,17/07/2017 00:00,2024,1.8
FIFA23,192128,Vejle Boldklub,1.2,6,02/02/2022 00:00,2022,1.5
FIFA23,256856,FC Metz,2.7,4,27/01/2022 00:00,2026,5.4
FIFA23,253328,Sociedad Deportiva Aucas,1.4,500,07/01/2020 00:00,2024,3
FIFA23,257266,SC Farense,1.4,4,01/07/2017 00:00,2022,2.9
FIFA23,259675,Galatasaray SK,2.1,23,29/07/2021 00:00,2026,4.1
FIFA23,260283,Urawa Red Diamonds,2,6,06/01/2021 00:00,2023,2.8
FIFA23,248095,FCSB (Steaua),1.2,8,12/01/2021 00:00,2025,1.6
FIFA23,240628,Ascoli,2,3,10/09/2020 00:00,2023,3.4
FIFA23,256545,SK Rapid Wien,1.6,14,01/07/2022 00:00,2025,2.5
FIFA23,232839,Hamburger SV,2,6,20/03/2022 00:00,2025,3.4
FIFA23,228942,FC Midtjylland,1.6,12,31/01/2020 00:00,2023,2.2
FIFA23,227513,América de Cali,1.7,2,22/01/2020 00:00,2022,2.4
FIFA23,260989,Abha Club,1.5,7,07/02/2021 00:00,2024,2.5
FIFA23,233705,Norwich City,1.8,15,27/07/2020 00:00,2024,3.6
FIFA23,234229,Aberdeen,2.6,4,01/02/2021 00:00,2026,5.1
FIFA23,208523,Clube Sport Marítimo,1.4,6,15/01/2021 00:00,2023,2.9
FIFA23,258714,US Cremonese,2.1,5,10/09/2020 00:00,2023,4.2
FIFA23,253908,Unión de Santa Fe,3.1,7,20/01/2020 00:00,2025,5.3
FIFA23,233550,LA Galaxy,1.7,4,11/03/2021 00:00,2023,2.7
FIFA23,246594,Bristol City,3.2,11,05/08/2019 00:00,2023,6.7
FIFA23,240342,F.C. Hansa Rostock,1.4,7,10/09/2021 00:00,2023,2.2
FIFA23,260593,Godoy Cruz,3.1,5,18/01/2021 00:00,2023,5.3
FIFA23,262397,FC Utrecht,1.9,6,01/07/2022 00:00,2027,3
FIFA23,261532,Club Atlético Colón,1.8,5,03/02/2022 00:00,2024,2.8
FIFA23,238274,FCSB (Steaua),2,8,01/08/2017 00:00,2023,2.9
FIFA23,199665,KAS Eupen,1.2,6,16/07/2019 00:00,2022,1.7
FIFA23,262480,OGC Nice,3.3,12,17/07/2022 00:00,2026,6.9
FIFA23,258632,Perugia,1.9,2,20/07/2022 00:00,2023,3.1
FIFA23,210004,SSV Jahn Regensburg,1.2,7,08/10/2016 00:00,2024,1.9
FIFA23,259048,AC Sparta Praha,2.2,500,17/07/2020 00:00,2023,5.3
FIFA23,270273,Kaizer Chiefs,2,500,30/05/2022 00:00,2025,4.5
